* ====================================================================
* record-id : 20260808-023237-61e0c25
* testbench : tb_device_mv_fet.spice
* corner    : typical
* temp      : 27 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/home/ubuntu/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfracds)      ioc_n05_r75     ioc_n05_r90     ioc_n05_r100    
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	
1	1.0000000000e-02	1.0000000000e-02	2.4099009118e-04	2.7298927515e-04	2.8974755641e-04	
2	2.0000000000e-02	2.0000000000e-02	4.6864244655e-04	5.3282141012e-04	5.6663104965e-04	
3	3.0000000000e-02	3.0000000000e-02	6.8352128481e-04	7.8001777628e-04	8.3113601992e-04	
4	4.0000000000e-02	4.0000000000e-02	8.8615892948e-04	1.0150721936e-03	1.0837236010e-03	
5	5.0000000000e-02	5.0000000000e-02	1.0770574834e-03	1.2384523090e-03	1.3248317045e-03	
6	6.0000000000e-02	6.0000000000e-02	1.2566903613e-03	1.4506008152e-03	1.5548760533e-03	
7	7.0000000000e-02	7.0000000000e-02	1.4255038356e-03	1.6519366287e-03	1.7742511561e-03	
8	8.0000000000e-02	8.0000000000e-02	1.5839186612e-03	1.8428561060e-03	1.9833312916e-03	
9	9.0000000000e-02	9.0000000000e-02	1.7323317538e-03	2.0237343298e-03	2.1824715406e-03	
10	1.0000000000e-01	1.0000000000e-01	1.8711178205e-03	2.1949264511e-03	2.3720088760e-03	
11	1.1000000000e-01	1.1000000000e-01	2.0006307697e-03	2.3567690417e-03	2.5522632934e-03	
12	1.2000000000e-01	1.2000000000e-01	2.1212046503e-03	2.5095813803e-03	2.7235389482e-03	
13	1.3000000000e-01	1.3000000000e-01	2.2331537323e-03	2.6536665736e-03	2.8861252495e-03	
14	1.4000000000e-01	1.4000000000e-01	2.3367710948e-03	2.7893123775e-03	3.0402978487e-03	
15	1.5000000000e-01	1.5000000000e-01	2.4323245998e-03	2.9167915298e-03	3.1863194438e-03	
16	1.6000000000e-01	1.6000000000e-01	2.5200482585e-03	3.0363613043e-03	3.3244402955e-03	
17	1.7000000000e-01	1.7000000000e-01	2.6001257113e-03	3.1482618026e-03	3.4548983065e-03	
18	1.8000000000e-01	1.8000000000e-01	2.6726620270e-03	3.2527121536e-03	3.5779184311e-03	
19	1.9000000000e-01	1.9000000000e-01	2.7376464510e-03	3.3499031665e-03	3.6937110325e-03	
20	2.0000000000e-01	2.0000000000e-01	2.7949396196e-03	3.4399840308e-03	3.8024685344e-03	
21	2.1000000000e-01	2.1000000000e-01	2.8443815762e-03	3.5230396899e-03	3.9043592482e-03	
22	2.2000000000e-01	2.2000000000e-01	2.8860933661e-03	3.5990567270e-03	3.9995165244e-03	
23	2.3000000000e-01	2.3000000000e-01	2.9207559213e-03	3.6678866375e-03	4.0880204895e-03	
24	2.4000000000e-01	2.4000000000e-01	2.9495125683e-03	3.7292503683e-03	4.1698696294e-03	
25	2.5000000000e-01	2.5000000000e-01	2.9736045476e-03	3.7828743597e-03	4.2449443522e-03	
26	2.6000000000e-01	2.6000000000e-01	2.9941036109e-03	3.8287866522e-03	4.3129840088e-03	
27	2.7000000000e-01	2.7000000000e-01	3.0118379672e-03	3.8675545507e-03	4.3736384555e-03	
28	2.8000000000e-01	2.8000000000e-01	3.0274203244e-03	3.9001955736e-03	4.4266668821e-03	
29	2.9000000000e-01	2.9000000000e-01	3.0413000004e-03	3.9278653616e-03	4.4722236407e-03	
30	3.0000000000e-01	3.0000000000e-01	3.0538090014e-03	3.9516086816e-03	4.5109794431e-03	
31	3.1000000000e-01	3.1000000000e-01	3.0651962242e-03	3.9722674253e-03	4.5439481942e-03	
32	3.2000000000e-01	3.2000000000e-01	3.0756514079e-03	3.9904862905e-03	4.5722046020e-03	
33	3.3000000000e-01	3.3000000000e-01	3.0853216503e-03	4.0067509887e-03	4.5966986928e-03	
34	3.4000000000e-01	3.4000000000e-01	3.0943228308e-03	4.0214279301e-03	4.6181968673e-03	
35	3.5000000000e-01	3.5000000000e-01	3.1027475975e-03	4.0347961983e-03	4.6372928133e-03	
36	3.6000000000e-01	3.6000000000e-01	3.1106710326e-03	4.0470711680e-03	4.6544405716e-03	
37	3.7000000000e-01	3.7000000000e-01	3.1181547345e-03	4.0584214163e-03	4.6699879249e-03	
38	3.8000000000e-01	3.8000000000e-01	3.1252498045e-03	4.0689807520e-03	4.6842035553e-03	
39	3.9000000000e-01	3.9000000000e-01	3.1319990648e-03	4.0788568083e-03	4.6972974632e-03	
40	4.0000000000e-01	4.0000000000e-01	3.1384387301e-03	4.0881372409e-03	4.7094358716e-03	
41	4.1000000000e-01	4.1000000000e-01	3.1445996827e-03	4.0968942541e-03	4.7207520233e-03	
42	4.2000000000e-01	4.2000000000e-01	3.1505084588e-03	4.1051879483e-03	4.7313540221e-03	
43	4.3000000000e-01	4.3000000000e-01	3.1561880184e-03	4.1130688281e-03	4.7413305750e-03	
44	4.4000000000e-01	4.4000000000e-01	3.1616583545e-03	4.1205797062e-03	4.7507552406e-03	
45	4.5000000000e-01	4.5000000000e-01	3.1669369787e-03	4.1277571655e-03	4.7596896088e-03	
46	4.6000000000e-01	4.6000000000e-01	3.1720393123e-03	4.1346326947e-03	4.7681857084e-03	
47	4.7000000000e-01	4.7000000000e-01	3.1769790037e-03	4.1412335802e-03	4.7762878514e-03	
48	4.8000000000e-01	4.8000000000e-01	3.1817681883e-03	4.1475836133e-03	4.7840340618e-03	
49	4.9000000000e-01	4.9000000000e-01	3.1864177032e-03	4.1537036564e-03	4.7914571933e-03	
50	5.0000000000e-01	5.0000000000e-01	3.1909372654e-03	4.1596121003e-03	4.7985858133e-03	
51	5.1000000000e-01	5.1000000000e-01	3.1953356209e-03	4.1653252360e-03	4.8054449084e-03	
52	5.2000000000e-01	5.2000000000e-01	3.1996206709e-03	4.1708575605e-03	4.8120564517e-03	
53	5.3000000000e-01	5.3000000000e-01	3.2037995790e-03	4.1762220292e-03	4.8184398639e-03	
54	5.4000000000e-01	5.4000000000e-01	3.2078788636e-03	4.1814302659e-03	4.8246123902e-03	
55	5.5000000000e-01	5.5000000000e-01	3.2118644785e-03	4.1864927396e-03	4.8305894107e-03	
56	5.6000000000e-01	5.6000000000e-01	3.2157618838e-03	4.1914189136e-03	4.8363846987e-03	
57	5.7000000000e-01	5.7000000000e-01	3.2195761100e-03	4.1962173727e-03	4.8420106360e-03	
58	5.8000000000e-01	5.8000000000e-01	3.2233118166e-03	4.2008959340e-03	4.8474783949e-03	
59	5.9000000000e-01	5.9000000000e-01	3.2269733472e-03	4.2054617420e-03	4.8527980926e-03	
60	6.0000000000e-01	6.0000000000e-01	3.2305647822e-03	4.2099213550e-03	4.8579789243e-03	
61	6.1000000000e-01	6.1000000000e-01	3.2340899905e-03	4.2142808218e-03	4.8630292776e-03	
62	6.2000000000e-01	6.2000000000e-01	3.2375526812e-03	4.2185457532e-03	4.8679568348e-03	
63	6.3000000000e-01	6.3000000000e-01	3.2409564565e-03	4.2227213896e-03	4.8727686637e-03	
64	6.4000000000e-01	6.4000000000e-01	3.2443048653e-03	4.2268126660e-03	4.8774713006e-03	
65	6.5000000000e-01	6.5000000000e-01	3.2476014602e-03	4.2308242764e-03	4.8820708285e-03	
66	6.6000000000e-01	6.6000000000e-01	3.2508498562e-03	4.2347607393e-03	4.8865729512e-03	
67	6.7000000000e-01	6.7000000000e-01	3.2540537927e-03	4.2386264636e-03	4.8909830665e-03	
68	6.8000000000e-01	6.8000000000e-01	3.2572171984e-03	4.2424258180e-03	4.8953063391e-03	
69	6.9000000000e-01	6.9000000000e-01	3.2603442592e-03	4.2461632032e-03	4.8995477747e-03	
70	7.0000000000e-01	7.0000000000e-01	3.2634394892e-03	4.2498431274e-03	4.9037122969e-03	
71	7.1000000000e-01	7.1000000000e-01	3.2665078046e-03	4.2534702865e-03	4.9078048271e-03	
72	7.2000000000e-01	7.2000000000e-01	3.2695545994e-03	4.2570496475e-03	4.9118303688e-03	
73	7.3000000000e-01	7.3000000000e-01	3.2725858244e-03	4.2605865366e-03	4.9157940959e-03	
74	7.4000000000e-01	7.4000000000e-01	3.2756080664e-03	4.2640867310e-03	4.9197014460e-03	
75	7.5000000000e-01	7.5000000000e-01	3.2786286301e-03	4.2675565547e-03	4.9235582187e-03	
76	7.6000000000e-01	7.6000000000e-01	3.2816556194e-03	4.2710029765e-03	4.9273706782e-03	
77	7.7000000000e-01	7.7000000000e-01	3.2846980193e-03	4.2744337120e-03	4.9311456606e-03	
78	7.8000000000e-01	7.8000000000e-01	3.2877657779e-03	4.2778573269e-03	4.9348906853e-03	
79	7.9000000000e-01	7.9000000000e-01	3.2908698864e-03	4.2812833421e-03	4.9386140697e-03	
80	8.0000000000e-01	8.0000000000e-01	3.2940224579e-03	4.2847223393e-03	4.9423250470e-03	
81	8.1000000000e-01	8.1000000000e-01	3.2972368047e-03	4.2881860670e-03	4.9460338859e-03	
82	8.2000000000e-01	8.2000000000e-01	3.3005275124e-03	4.2916875456e-03	4.9497520123e-03	
83	8.3000000000e-01	8.3000000000e-01	3.3039105104e-03	4.2952411711e-03	4.9534921305e-03	
84	8.4000000000e-01	8.4000000000e-01	3.3074031405e-03	4.2988628166e-03	4.9572683453e-03	
85	8.5000000000e-01	8.5000000000e-01	3.3110242197e-03	4.3025699313e-03	4.9610962821e-03	
86	8.6000000000e-01	8.6000000000e-01	3.3147941003e-03	4.3063816356e-03	4.9649932053e-03	
87	8.7000000000e-01	8.7000000000e-01	3.3187347243e-03	4.3103188119e-03	4.9689781340e-03	
88	8.8000000000e-01	8.8000000000e-01	3.3228696736e-03	4.3144041919e-03	4.9730719541e-03	
89	8.9000000000e-01	8.9000000000e-01	3.3272242151e-03	4.3186624369e-03	4.9772975254e-03	
90	9.0000000000e-01	9.0000000000e-01	3.3318253405e-03	4.3231202142e-03	4.9816797848e-03	
91	9.1000000000e-01	9.1000000000e-01	3.3367018004e-03	4.3278062663e-03	4.9862458431e-03	
92	9.2000000000e-01	9.2000000000e-01	3.3418841338e-03	4.3327514743e-03	4.9910250754e-03	
93	9.3000000000e-01	9.3000000000e-01	3.3474046919e-03	4.3379889146e-03	4.9960492055e-03	
94	9.4000000000e-01	9.4000000000e-01	3.3532976555e-03	4.3435539088e-03	5.0013523827e-03	
95	9.5000000000e-01	9.5000000000e-01	3.3595990490e-03	4.3494840664e-03	5.0069712510e-03	
96	9.6000000000e-01	9.6000000000e-01	3.3663467470e-03	4.3558193208e-03	5.0129450111e-03	
97	9.7000000000e-01	9.7000000000e-01	3.3735804772e-03	4.3626019583e-03	5.0193154740e-03	
98	9.8000000000e-01	9.8000000000e-01	3.3813418175e-03	4.3698766392e-03	5.0261271065e-03	
99	9.9000000000e-01	9.9000000000e-01	3.3896741885e-03	4.3776904132e-03	5.0334270689e-03	
100	1.0000000000e+00	1.0000000000e+00	3.3986228409e-03	4.3860927269e-03	5.0412652442e-03	
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfracds)      ioc_p05_r75     ioc_p05_r90     ioc_p05_r100    
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	
1	1.0000000000e-02	1.0000000000e-02	-6.809015400e-05	-7.869848139e-05	-8.487670900e-05	
2	2.0000000000e-02	2.0000000000e-02	-1.340255971e-04	-1.553219643e-04	-1.677308085e-04	
3	3.0000000000e-02	3.0000000000e-02	-1.978353299e-04	-2.298963255e-04	-2.485863774e-04	
4	4.0000000000e-02	4.0000000000e-02	-2.595478392e-04	-3.024470154e-04	-3.274671156e-04	
5	5.0000000000e-02	5.0000000000e-02	-3.191911103e-04	-3.729990668e-04	-4.043963513e-04	
6	6.0000000000e-02	6.0000000000e-02	-3.767926385e-04	-4.415771043e-04	-4.793970482e-04	
7	7.0000000000e-02	7.0000000000e-02	-4.323794407e-04	-5.082053517e-04	-5.524918127e-04	
8	8.0000000000e-02	8.0000000000e-02	-4.859780666e-04	-5.729076409e-04	-6.237029008e-04	
9	9.0000000000e-02	9.0000000000e-02	-5.376146104e-04	-6.357074199e-04	-6.930522250e-04	
10	1.0000000000e-01	1.0000000000e-01	-5.873147219e-04	-6.966277606e-04	-7.605613604e-04	
11	1.1000000000e-01	1.1000000000e-01	-6.351036185e-04	-7.556913671e-04	-8.262515519e-04	
12	1.2000000000e-01	1.2000000000e-01	-6.810060973e-04	-8.129205832e-04	-8.901437206e-04	
13	1.3000000000e-01	1.3000000000e-01	-7.250465474e-04	-8.683374006e-04	-9.522584697e-04	
14	1.4000000000e-01	1.4000000000e-01	-7.672489630e-04	-9.219634670e-04	-1.012616092e-03	
15	1.5000000000e-01	1.5000000000e-01	-8.076369578e-04	-9.738200936e-04	-1.071236574e-03	
16	1.6000000000e-01	1.6000000000e-01	-8.462337802e-04	-1.023928263e-03	-1.128139605e-03	
17	1.7000000000e-01	1.7000000000e-01	-8.830623305e-04	-1.072308640e-03	-1.183344584e-03	
18	1.8000000000e-01	1.8000000000e-01	-9.181451811e-04	-1.118981573e-03	-1.236870621e-03	
19	1.9000000000e-01	1.9000000000e-01	-9.515045998e-04	-1.163967113e-03	-1.288736549e-03	
20	2.0000000000e-01	2.0000000000e-01	-9.831625795e-04	-1.207285012e-03	-1.338960927e-03	
21	2.1000000000e-01	2.1000000000e-01	-1.013140875e-03	-1.248954739e-03	-1.387562049e-03	
22	2.2000000000e-01	2.2000000000e-01	-1.041461054e-03	-1.288995486e-03	-1.434557948e-03	
23	2.3000000000e-01	2.3000000000e-01	-1.068144565e-03	-1.327426183e-03	-1.479966404e-03	
24	2.4000000000e-01	2.4000000000e-01	-1.093212834e-03	-1.364265501e-03	-1.523804949e-03	
25	2.5000000000e-01	2.5000000000e-01	-1.116687415e-03	-1.399531872e-03	-1.566090876e-03	
26	2.6000000000e-01	2.6000000000e-01	-1.138590211e-03	-1.433243500e-03	-1.606841244e-03	
27	2.7000000000e-01	2.7000000000e-01	-1.158943832e-03	-1.465418376e-03	-1.646072885e-03	
28	2.8000000000e-01	2.8000000000e-01	-1.177772183e-03	-1.496074298e-03	-1.683802410e-03	
29	2.9000000000e-01	2.9000000000e-01	-1.195101460e-03	-1.525228889e-03	-1.720046218e-03	
30	3.0000000000e-01	3.0000000000e-01	-1.210961853e-03	-1.552899630e-03	-1.754820501e-03	
31	3.1000000000e-01	3.1000000000e-01	-1.225390476e-03	-1.579103884e-03	-1.788141246e-03	
32	3.2000000000e-01	3.2000000000e-01	-1.238436104e-03	-1.603858943e-03	-1.820024247e-03	
33	3.3000000000e-01	3.3000000000e-01	-1.250165806e-03	-1.627182076e-03	-1.850485098e-03	
34	3.4000000000e-01	3.4000000000e-01	-1.260671503e-03	-1.649090609e-03	-1.879539197e-03	
35	3.5000000000e-01	3.5000000000e-01	-1.270071456e-03	-1.669602039e-03	-1.907201729e-03	
36	3.6000000000e-01	3.6000000000e-01	-1.278502326e-03	-1.688734270e-03	-1.933487644e-03	
37	3.7000000000e-01	3.7000000000e-01	-1.286104295e-03	-1.706506107e-03	-1.958411606e-03	
38	3.8000000000e-01	3.8000000000e-01	-1.293007264e-03	-1.722938409e-03	-1.981987909e-03	
39	3.9000000000e-01	3.9000000000e-01	-1.299323415e-03	-1.738056625e-03	-2.004230349e-03	
40	4.0000000000e-01	4.0000000000e-01	-1.305145747e-03	-1.751895680e-03	-2.025152041e-03	
41	4.1000000000e-01	4.1000000000e-01	-1.310549914e-03	-1.764507229e-03	-2.044765261e-03	
42	4.2000000000e-01	4.2000000000e-01	-1.315597127e-03	-1.775966362e-03	-2.063081527e-03	
43	4.3000000000e-01	4.3000000000e-01	-1.320337025e-03	-1.786372375e-03	-2.080112515e-03	
44	4.4000000000e-01	4.4000000000e-01	-1.324810114e-03	-1.795840987e-03	-2.095872945e-03	
45	4.5000000000e-01	4.5000000000e-01	-1.329049720e-03	-1.804491914e-03	-2.110386593e-03	
46	4.6000000000e-01	4.6000000000e-01	-1.333083493e-03	-1.812438091e-03	-2.123694914e-03	
47	4.7000000000e-01	4.7000000000e-01	-1.336934581e-03	-1.819779648e-03	-2.135864185e-03	
48	4.8000000000e-01	4.8000000000e-01	-1.340622525e-03	-1.826602139e-03	-2.146985598e-03	
49	4.9000000000e-01	4.9000000000e-01	-1.344163948e-03	-1.832977269e-03	-2.157167035e-03	
50	5.0000000000e-01	5.0000000000e-01	-1.347573102e-03	-1.838964669e-03	-2.166521144e-03	
51	5.1000000000e-01	5.1000000000e-01	-1.350862289e-03	-1.844613884e-03	-2.175155328e-03	
52	5.2000000000e-01	5.2000000000e-01	-1.354042193e-03	-1.849966198e-03	-2.183166042e-03	
53	5.3000000000e-01	5.3000000000e-01	-1.357122153e-03	-1.855056188e-03	-2.190636830e-03	
54	5.4000000000e-01	5.4000000000e-01	-1.360110375e-03	-1.859912997e-03	-2.197638661e-03	
55	5.5000000000e-01	5.5000000000e-01	-1.363014104e-03	-1.864561345e-03	-2.204231277e-03	
56	5.6000000000e-01	5.6000000000e-01	-1.365839773e-03	-1.869022345e-03	-2.210464863e-03	
57	5.7000000000e-01	5.7000000000e-01	-1.368593114e-03	-1.873314140e-03	-2.216381639e-03	
58	5.8000000000e-01	5.8000000000e-01	-1.371279256e-03	-1.877452423e-03	-2.222017263e-03	
59	5.9000000000e-01	5.9000000000e-01	-1.373902810e-03	-1.881450847e-03	-2.227402004e-03	
60	6.0000000000e-01	6.0000000000e-01	-1.376467931e-03	-1.885321355e-03	-2.232561702e-03	
61	6.1000000000e-01	6.1000000000e-01	-1.378978382e-03	-1.889074448e-03	-2.237518546e-03	
62	6.2000000000e-01	6.2000000000e-01	-1.381437574e-03	-1.892719408e-03	-2.242291699e-03	
63	6.3000000000e-01	6.3000000000e-01	-1.383848615e-03	-1.896264473e-03	-2.246897804e-03	
64	6.4000000000e-01	6.4000000000e-01	-1.386214341e-03	-1.899716988e-03	-2.251351397e-03	
65	6.5000000000e-01	6.5000000000e-01	-1.388537348e-03	-1.903083528e-03	-2.255665234e-03	
66	6.6000000000e-01	6.6000000000e-01	-1.390820018e-03	-1.906370000e-03	-2.259850570e-03	
67	6.7000000000e-01	6.7000000000e-01	-1.393064542e-03	-1.909581732e-03	-2.263917373e-03	
68	6.8000000000e-01	6.8000000000e-01	-1.395272940e-03	-1.912723542e-03	-2.267874519e-03	
69	6.9000000000e-01	6.9000000000e-01	-1.397447078e-03	-1.915799803e-03	-2.271729935e-03	
70	7.0000000000e-01	7.0000000000e-01	-1.399588681e-03	-1.918814497e-03	-2.275490733e-03	
71	7.1000000000e-01	7.1000000000e-01	-1.401699353e-03	-1.921771257e-03	-2.279163316e-03	
72	7.2000000000e-01	7.2000000000e-01	-1.403780581e-03	-1.924673407e-03	-2.282753466e-03	
73	7.3000000000e-01	7.3000000000e-01	-1.405833751e-03	-1.927523999e-03	-2.286266422e-03	
74	7.4000000000e-01	7.4000000000e-01	-1.407860155e-03	-1.930325836e-03	-2.289706947e-03	
75	7.5000000000e-01	7.5000000000e-01	-1.409861001e-03	-1.933081504e-03	-2.293079381e-03	
76	7.6000000000e-01	7.6000000000e-01	-1.411837419e-03	-1.935793392e-03	-2.296387691e-03	
77	7.7000000000e-01	7.7000000000e-01	-1.413790471e-03	-1.938463708e-03	-2.299635512e-03	
78	7.8000000000e-01	7.8000000000e-01	-1.415721154e-03	-1.941094501e-03	-2.302826182e-03	
79	7.9000000000e-01	7.9000000000e-01	-1.417630409e-03	-1.943687676e-03	-2.305962773e-03	
80	8.0000000000e-01	8.0000000000e-01	-1.419519127e-03	-1.946245005e-03	-2.309048119e-03	
81	8.1000000000e-01	8.1000000000e-01	-1.421388154e-03	-1.948768139e-03	-2.312084843e-03	
82	8.2000000000e-01	8.2000000000e-01	-1.423238296e-03	-1.951258624e-03	-2.315075371e-03	
83	8.3000000000e-01	8.3000000000e-01	-1.425070329e-03	-1.953717903e-03	-2.318021955e-03	
84	8.4000000000e-01	8.4000000000e-01	-1.426885002e-03	-1.956147334e-03	-2.320926692e-03	
85	8.5000000000e-01	8.5000000000e-01	-1.428683044e-03	-1.958548192e-03	-2.323791532e-03	
86	8.6000000000e-01	8.6000000000e-01	-1.430465172e-03	-1.960921681e-03	-2.326618297e-03	
87	8.7000000000e-01	8.7000000000e-01	-1.432232101e-03	-1.963268938e-03	-2.329408691e-03	
88	8.8000000000e-01	8.8000000000e-01	-1.433984549e-03	-1.965591047e-03	-2.332164309e-03	
89	8.9000000000e-01	8.9000000000e-01	-1.435723247e-03	-1.967889041e-03	-2.334886651e-03	
90	9.0000000000e-01	9.0000000000e-01	-1.437448951e-03	-1.970163913e-03	-2.337577130e-03	
91	9.1000000000e-01	9.1000000000e-01	-1.439162451e-03	-1.972416625e-03	-2.340237080e-03	
92	9.2000000000e-01	9.2000000000e-01	-1.440864584e-03	-1.974648115e-03	-2.342867767e-03	
93	9.3000000000e-01	9.3000000000e-01	-1.442556249e-03	-1.976859308e-03	-2.345470397e-03	
94	9.4000000000e-01	9.4000000000e-01	-1.444238416e-03	-1.979051128e-03	-2.348046127e-03	
95	9.5000000000e-01	9.5000000000e-01	-1.445912145e-03	-1.981224506e-03	-2.350596070e-03	
96	9.6000000000e-01	9.6000000000e-01	-1.447578603e-03	-1.983380396e-03	-2.353121311e-03	
97	9.7000000000e-01	9.7000000000e-01	-1.449239079e-03	-1.985519784e-03	-2.355622916e-03	
98	9.8000000000e-01	9.8000000000e-01	-1.450895004e-03	-1.987643711e-03	-2.358101943e-03	
99	9.9000000000e-01	9.9000000000e-01	-1.452547970e-03	-1.989753280e-03	-2.360559453e-03	
100	1.0000000000e+00	1.0000000000e+00	-1.454199752e-03	-1.991849682e-03	-2.362996528e-03	
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Sat Aug  8 02:32:53  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(vfracds)      ioc_n33_r75     ioc_n33_r90     ioc_n33_r100    
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0.0000000000e+00	0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	-0.0000000000e+00	
1	1.0000000000e-02	1.0000000000e-02	1.9616079990e-04	2.1781044644e-04	2.2859204784e-04	
2	2.0000000000e-02	2.0000000000e-02	3.8358060631e-04	4.2750523284e-04	4.4950391407e-04	
3	3.0000000000e-02	3.0000000000e-02	5.6258399248e-04	6.2934742903e-04	6.6296444137e-04	
4	4.0000000000e-02	4.0000000000e-02	7.3347914989e-04	8.2358859792e-04	8.6919330041e-04	
5	5.0000000000e-02	5.0000000000e-02	8.9655877043e-04	1.0104693591e-03	1.0684014099e-03	
6	6.0000000000e-02	6.0000000000e-02	1.0521008320e-03	1.1902199053e-03	1.2607913263e-03	
7	7.0000000000e-02	7.0000000000e-02	1.2003692849e-03	1.3630604720e-03	1.4465576032e-03	
8	8.0000000000e-02	8.0000000000e-02	1.3416146319e-03	1.5292017597e-03	1.6258871213e-03	
9	9.0000000000e-02	9.0000000000e-02	1.4760743913e-03	1.6888453064e-03	1.7989593873e-03	
10	1.0000000000e-01	1.0000000000e-01	1.6039734257e-03	1.8421838072e-03	1.9659468021e-03	
11	1.1000000000e-01	1.1000000000e-01	1.7255241079e-03	1.9894013756e-03	2.1270148949e-03	
12	1.2000000000e-01	1.2000000000e-01	1.8409262889e-03	2.1306737381e-03	2.2823225214e-03	
13	1.3000000000e-01	1.3000000000e-01	1.9503670111e-03	2.2661683511e-03	2.4320220206e-03	
14	1.4000000000e-01	1.4000000000e-01	2.0540198943e-03	2.3960444232e-03	2.5762593256e-03	
15	1.5000000000e-01	1.5000000000e-01	2.1520440930e-03	2.5204528216e-03	2.7151740183e-03	
16	1.6000000000e-01	1.6000000000e-01	2.2445826969e-03	2.6395358306e-03	2.8488993178e-03	
17	1.7000000000e-01	1.7000000000e-01	2.3317604261e-03	2.7534267228e-03	2.9775619870e-03	
18	1.8000000000e-01	1.8000000000e-01	2.4136804776e-03	2.8622490850e-03	3.1012821346e-03	
19	1.9000000000e-01	1.9000000000e-01	2.4904204797e-03	2.9661158283e-03	3.2201728884e-03	
20	2.0000000000e-01	2.0000000000e-01	2.5620278047e-03	3.0651277871e-03	3.3343398979e-03	
21	2.1000000000e-01	2.1000000000e-01	2.6285152021e-03	3.1593717963e-03	3.4438806223e-03	
22	2.2000000000e-01	2.2000000000e-01	2.6898591242e-03	3.2489181255e-03	3.5488833366e-03	
23	2.3000000000e-01	2.3000000000e-01	2.7460053497e-03	3.3338171734e-03	3.6494257792e-03	
24	2.4000000000e-01	2.4000000000e-01	2.7968887822e-03	3.4140954277e-03	3.7455733459e-03	
25	2.5000000000e-01	2.5000000000e-01	2.8424736605e-03	3.4897509638e-03	3.8373767284e-03	
26	2.6000000000e-01	2.6000000000e-01	2.8828119984e-03	3.5607493223e-03	3.9248689111e-03	
27	2.7000000000e-01	2.7000000000e-01	2.9181011832e-03	3.6270216447e-03	4.0080615152e-03	
28	2.8000000000e-01	2.8000000000e-01	2.9487091909e-03	3.6884684881e-03	4.0869406571e-03	
29	2.9000000000e-01	2.9000000000e-01	2.9751472985e-03	3.7449742720e-03	4.1614628852e-03	
30	3.0000000000e-01	3.0000000000e-01	2.9980022459e-03	3.7964371633e-03	4.2315524699e-03	
31	3.1000000000e-01	3.1000000000e-01	3.0178617069e-03	3.8428145855e-03	4.2971024268e-03	
32	3.2000000000e-01	3.2000000000e-01	3.0352606148e-03	3.8841742742e-03	4.3579829363e-03	
33	3.3000000000e-01	3.3000000000e-01	3.0506557304e-03	3.9207302622e-03	4.4140613991e-03	
34	3.4000000000e-01	3.4000000000e-01	3.0644218058e-03	3.9528438771e-03	4.4652364659e-03	
35	3.5000000000e-01	3.5000000000e-01	3.0768594421e-03	3.9809865225e-03	4.5114823049e-03	
36	3.6000000000e-01	3.6000000000e-01	3.0882072001e-03	4.0056811880e-03	4.5528904331e-03	
37	3.7000000000e-01	3.7000000000e-01	3.0986538684e-03	4.0274462795e-03	4.5896912479e-03	
38	3.8000000000e-01	3.8000000000e-01	3.1083491689e-03	4.0467567963e-03	4.6222433611e-03	
39	3.9000000000e-01	3.9000000000e-01	3.1174124562e-03	4.0640254170e-03	4.6509942677e-03	
40	4.0000000000e-01	4.0000000000e-01	3.1259395383e-03	4.0795986207e-03	4.6764288305e-03	
41	4.1000000000e-01	4.1000000000e-01	3.1340079249e-03	4.0937614283e-03	4.6990232532e-03	
42	4.2000000000e-01	4.2000000000e-01	3.1416808390e-03	4.1067458024e-03	4.7192141825e-03	
43	4.3000000000e-01	4.3000000000e-01	3.1490102757e-03	4.1187397508e-03	4.7373836772e-03	
